DepCode;age_group;Year;p_FIRESP
39;18-64;2019;0,000829875518672199
39;18-64;2020;0,000345303867403315
39;18-64;2021;0,000358166189111748
39;18-64;2022;0,000273298715496037
39;65-79;2017;0,001261034047919294
39;65-79;2019;0,001283697047496791
39;65-79;2020;0,000874125874125874
39;65-79;2023;0,001609010458567981
39;80+;2017;0,001429592566118656
39;80+;2022;0,000775494377665762
40;0-1;2020;0,000727802037845706
40;18-64;2018;0,000679809653297077
40;18-64;2022;0,000273298715496037
41;0-1;2019;0,000390930414386239
41;0-1;2023;0,000388500388500389
41;18-64;2017;0,000841042893187553
41;18-64;2022;0,000546597430992074
41;65-79;2021;0,000976562500000000
42;0-1;2016;0,006029285099052541
42;0-1;2017;0,008707607699358386
42;0-1;2018;0,005134281200631911
42;0-1;2019;0,005473025801407350
42;0-1;2020;0,001455604075691412
42;0-1;2021;0,005909389363099146
42;0-1;2022;0,003691084611016468
42;0-1;2023;0,008158508158508158
42;0-1;2024;0,004300234558248631
42;0-1;2025;0,002490660024906600
42;2-4;2016;0,017777777777777778
42;2-4;2017;0,004608294930875576
42;2-4;2018;0,004672897196261682
42;2-4;2019;0,008576329331046312
42;2-4;2020;0,003724394785847300
42;2-4;2022;0,006045949214026602
42;2-4;2023;0,001897533206831120
42;2-4;2024;0,005253940455341506
42;2-4;2025;0,003846153846153846
42;5-17;2016;0,005405405405405406
42;5-17;2017;0,011194029850746268
42;5-17;2018;0,002061855670103093
42;5-17;2019;0,012269938650306749
42;5-17;2020;0,001522070015220700
42;5-17;2022;0,004576659038901602
42;5-17;2023;0,008241758241758242
42;5-17;2024;0,006795016987542469
42;5-17;2025;0,015267175572519083
42;18-64;2016;0,012195121951219513
42;18-64;2017;0,007569386038687973
42;18-64;2018;0,010876954452753228
42;18-64;2019;0,010788381742738589
42;18-64;2020;0,008287292817679558
42;18-64;2021;0,008595988538681949
42;18-64;2022;0,011751844766329598
42;18-64;2023;0,007326007326007326
42;18-64;2024;0,008976660682226212
42;18-64;2025;0,009259259259259259
42;65-79;2016;0,013793103448275862
42;65-79;2017;0,002522068095838588
42;65-79;2018;0,002412545235223160
42;65-79;2019;0,001283697047496791
42;65-79;2020;0,004370629370629371
42;65-79;2021;0,004882812500000000
42;65-79;2022;0,003472222222222222
42;65-79;2023;0,003218020917135961
42;65-79;2024;0,003961965134706815
42;65-79;2025;0,002493765586034913
42;80+;2017;0,002144388849177984
42;80+;2018;0,003005259203606311
42;80+;2019;0,003591954022988506
42;80+;2020;0,001719197707736390
42;80+;2021;0,000805152979066023
42;80+;2022;0,001550988755331524
42;80+;2023;0,001380579843534284
42;80+;2024;0,001870032725572698
42;80+;2025;0,003750000000000000
43;0-1;2018;0,000394944707740916
43;0-1;2019;0,001563721657544957
43;2-4;2017;0,002304147465437788
43;5-17;2019;0,002044989775051125
43;5-17;2024;0,001132502831257078
43;18-64;2017;0,000841042893187553
43;18-64;2018;0,000679809653297077
43;18-64;2019;0,001659751037344398
43;18-64;2021;0,000358166189111748
43;18-64;2022;0,000546597430992074
43;18-64;2023;0,001373626373626374
43;18-64;2024;0,000897666068222621
43;18-64;2025;0,001028806584362140
