RegCode;DepCode;age_group;Year;n;n_HCL;Pop;p_HCL;catchment_HCL
28;50;0-1;2024;2;0;8547,61262894261;0,000000000000000000;0,0000000000000
28;50;2-4;2019;5;0;14122,50533024321;0,000000000000000000;0,0000000000000
28;50;2-4;2020;6;0;14265,26050816166;0,000000000000000000;0,0000000000000
28;50;2-4;2021;8;0;14133,05974022960;0,000000000000000000;0,0000000000000
28;50;2-4;2022;15;0;14010,30325349514;0,000000000000000000;0,0000000000000
28;50;2-4;2023;8;0;13937,05501963645;0,000000000000000000;0,0000000000000
28;50;2-4;2024;7;0;13990,38737105739;0,000000000000000000;0,0000000000000
28;50;5-17;2019;37;0;74544,67564799417;0,000000000000000000;0,0000000000000
28;50;5-17;2020;28;0;73772,52012166863;0,000000000000000000;0,0000000000000
28;50;5-17;2021;23;0;72913,14670403751;0,000000000000000000;0,0000000000000
28;50;5-17;2022;35;0;72286,08829566125;0,000000000000000000;0,0000000000000
28;50;5-17;2023;26;0;71686,14459207404;0,000000000000000000;0,0000000000000
28;50;5-17;2024;27;0;71223,63422810110;0,000000000000000000;0,0000000000000
28;50;18-64;2019;140;0;274058,32435200585;0,000000000000000000;0,0000000000000
28;50;18-64;2020;87;0;273622,47987833136;0,000000000000000000;0,0000000000000
28;50;18-64;2021;80;0;272880,85329596250;0,000000000000000000;0,0000000000000
28;50;18-64;2022;100;0;272146,91170433874;0,000000000000000000;0,0000000000000
28;50;18-64;2023;96;0;271051,85540792596;0,000000000000000000;0,0000000000000
28;50;18-64;2024;111;5;269960,36577189888;0,045045045045045043;12160,3768365720207
28;50;65-79;2019;40;0;82445,00000000000;0,000000000000000000;0,0000000000000
28;50;65-79;2020;20;0;84300,00000000000;0,000000000000000000;0,0000000000000
28;50;65-79;2021;31;0;87013,00000000000;0,000000000000000000;0,0000000000000
28;50;65-79;2022;32;0;90224,00000000000;0,000000000000000000;0,0000000000000
28;50;65-79;2023;27;0;92812,00000000000;0,000000000000000000;0,0000000000000
28;50;65-79;2024;30;0;94807,00000000000;0,000000000000000000;0,0000000000000
28;50;80+;2019;5;0;41078,00000000000;0,000000000000000000;0,0000000000000
28;50;80+;2020;1;0;40151,00000000000;0,000000000000000000;0,0000000000000
28;50;80+;2021;5;0;39641,00000000000;0,000000000000000000;0,0000000000000
28;50;80+;2022;8;0;39250,00000000000;0,000000000000000000;0,0000000000000
28;50;80+;2023;7;0;38078,00000000000;0,000000000000000000;0,0000000000000
28;50;80+;2024;7;0;37802,00000000000;0,000000000000000000;0,0000000000000
28;50;NA;2019;0;0;NA;NA;NA
28;50;NA;2020;0;0;NA;NA;NA
28;50;NA;2021;0;0;NA;NA;NA
28;50;NA;2022;0;0;NA;NA;NA
28;50;NA;2023;2;0;NA;0,000000000000000000;NA
28;50;NA;2024;0;0;NA;NA;NA
28;61;0-1;2019;3;0;4990,27111550145;0,000000000000000000;0,0000000000000
28;61;0-1;2020;2;0;4945,03737067316;0,000000000000000000;0,0000000000000
28;61;0-1;2021;2;0;4786,32651222035;0,000000000000000000;0,0000000000000
28;61;0-1;2022;3;0;4742,48634864782;0,000000000000000000;0,0000000000000
28;61;0-1;2023;1;0;4682,50549417768;0,000000000000000000;0,0000000000000
28;61;0-1;2024;9;0;4476,32761821855;0,000000000000000000;0,0000000000000
28;61;2-4;2019;5;0;8011,72888449855;0,000000000000000000;0,0000000000000
28;61;2-4;2020;8;0;7853,96262932684;0,000000000000000000;0,0000000000000
28;61;2-4;2021;5;0;7577,67348777965;0,000000000000000000;0,0000000000000
28;61;2-4;2022;6;0;7467,51365135218;0,000000000000000000;0,0000000000000
28;61;2-4;2023;4;0;7352,49450582232;0,000000000000000000;0,0000000000000
28;61;2-4;2024;5;0;7326,67238178145;0,000000000000000000;0,0000000000000
28;61;5-17;2019;30;0;42300,77746501012;0,000000000000000000;0,0000000000000
28;61;5-17;2020;18;0;41727,76804306317;0,000000000000000000;0,0000000000000
28;61;5-17;2021;19;0;41157,75178083414;0,000000000000000000;0,0000000000000
28;61;5-17;2022;33;0;40765,66545506425;0,000000000000000000;0,0000000000000
28;61;5-17;2023;22;0;40114,63145603972;0,000000000000000000;0,0000000000000
28;61;5-17;2024;12;0;39706,30221788575;0,000000000000000000;0,0000000000000
28;61;18-64;2019;79;0;152040,22253498988;0,000000000000000000;0,0000000000000
28;61;18-64;2020;40;0;150215,23195693683;0,000000000000000000;0,0000000000000
28;61;18-64;2021;68;0;148742,24821916586;0,000000000000000000;0,0000000000000
28;61;18-64;2022;44;0;147962,33454493576;0,000000000000000000;0,0000000000000
28;61;18-64;2023;42;0;146699,36854396027;0,000000000000000000;0,0000000000000
28;61;18-64;2024;77;0;145406,69778211426;0,000000000000000000;0,0000000000000
28;61;65-79;2019;25;0;48432,00000000000;0,000000000000000000;0,0000000000000
28;61;65-79;2020;23;0;49494,00000000000;0,000000000000000000;0,0000000000000
28;61;65-79;2021;27;0;50903,00000000000;0,000000000000000000;0,0000000000000
28;61;65-79;2022;23;0;52087,00000000000;0,000000000000000000;0,0000000000000
28;61;65-79;2023;20;0;53255,00000000000;0,000000000000000000;0,0000000000000
28;61;65-79;2024;35;0;54089,00000000000;0,000000000000000000;0,0000000000000
28;61;80+;2019;9;0;24167,00000000000;0,000000000000000000;0,0000000000000
28;61;80+;2020;6;0;24239,00000000000;0,000000000000000000;0,0000000000000
28;61;80+;2021;6;0;23806,00000000000;0,000000000000000000;0,0000000000000
28;61;80+;2022;9;0;23119,00000000000;0,000000000000000000;0,0000000000000
28;61;80+;2023;8;0;22638,00000000000;0,000000000000000000;0,0000000000000
28;61;80+;2024;4;0;22414,00000000000;0,000000000000000000;0,0000000000000
28;61;NA;2019;0;0;NA;NA;NA
28;61;NA;2020;0;0;NA;NA;NA
28;61;NA;2021;0;0;NA;NA;NA
28;61;NA;2022;0;0;NA;NA;NA
28;61;NA;2023;0;0;NA;NA;NA
28;61;NA;2024;0;0;NA;NA;NA
28;76;0-1;2019;52;0;26978,24542222064;0,000000000000000000;0,0000000000000
28;76;0-1;2020;22;0;26875,67345428516;0,000000000000000000;0,0000000000000
28;76;0-1;2021;25;0;26239,62986503719;0,000000000000000000;0,0000000000000
28;76;0-1;2022;36;0;26138,44073043438;0,000000000000000000;0,0000000000000
28;76;0-1;2023;36;0;25786,26789631241;0,000000000000000000;0,0000000000000
28;76;0-1;2024;38;0;24407,98888869856;0,000000000000000000;0,0000000000000
28;76;2-4;2019;44;0;43312,75457777937;0,000000000000000000;0,0000000000000
28;76;2-4;2020;29;0;42685,32654571484;0,000000000000000000;0,0000000000000
28;76;2-4;2021;31;0;41542,37013496281;0,000000000000000000;0,0000000000000
28;76;2-4;2022;50;0;41157,55926956562;0,000000000000000000;0,0000000000000
28;76;2-4;2023;34;0;40489,73210368759;0,000000000000000000;0,0000000000000
28;76;2-4;2024;56;0;39950,01111130144;0,000000000000000000;0,0000000000000
28;76;5-17;2019;176;0;204882,93624862615;0,000000000000000000;0,0000000000000
28;76;5-17;2020;111;0;203142,18237505120;0,000000000000000000;0,0000000000000
28;76;5-17;2021;137;0;203691,57438646790;0,000000000000000000;0,0000000000000
28;76;5-17;2022;152;0;203194,56989627343;0,000000000000000000;0,0000000000000
28;76;5-17;2023;131;0;202202,56031569434;0,000000000000000000;0,0000000000000
28;76;5-17;2024;158;0;201464,98959984921;0,000000000000000000;0,0000000000000
28;76;18-64;2019;399;0;728721,06375137379;0,000000000000000000;0,0000000000000
28;76;18-64;2020;385;21;724729,81762494880;0,054545454545454543;39530,7173249972038
28;76;18-64;2021;437;6;722792,42561353208;0,013729977116704805;9923,9234638013550
28;76;18-64;2022;571;15;723540,43010372657;0,026269702276707531;19007,1916839858131
28;76;18-64;2023;462;25;722078,43968430569;0,054112554112554112;39073,5086409256328
28;76;18-64;2024;394;12;720706,01040015079;0,030456852791878174;21950,4368649792123
28;76;65-79;2019;149;0;175726,00000000000;0,000000000000000000;0,0000000000000
28;76;65-79;2020;102;0;180753,00000000000;0,000000000000000000;0,0000000000000
28;76;65-79;2021;110;0;185536,00000000000;0,000000000000000000;0,0000000000000
28;76;65-79;2022;141;0;190776,00000000000;0,000000000000000000;0,0000000000000
28;76;65-79;2023;111;0;195341,00000000000;0,000000000000000000;0,0000000000000
28;76;65-79;2024;156;0;199173,00000000000;0,000000000000000000;0,0000000000000
28;76;80+;2019;32;0;76012,00000000000;0,000000000000000000;0,0000000000000
28;76;80+;2020;38;0;76553,00000000000;0,000000000000000000;0,0000000000000
28;76;80+;2021;42;0;76116,00000000000;0,000000000000000000;0,0000000000000
28;76;80+;2022;42;0;75398,00000000000;0,000000000000000000;0,0000000000000
28;76;80+;2023;40;0;74360,00000000000;0,000000000000000000;0,0000000000000
28;76;80+;2024;30;0;74610,00000000000;0,000000000000000000;0,0000000000000
28;76;NA;2019;0;0;NA;NA;NA
28;76;NA;2020;0;0;NA;NA;NA
28;76;NA;2021;0;0;NA;NA;NA
28;76;NA;2022;0;0;NA;NA;NA
28;76;NA;2023;1;0;NA;0,000000000000000000;NA
28;76;NA;2024;0;0;NA;NA;NA
32;02;0-1;2019;7;0;11078,61680887167;0,000000000000000000;0,0000000000000
32;02;0-1;2020;8;0;10903,11388392817;0,000000000000000000;0,0000000000000
32;02;0-1;2021;7;0;10920,59777658817;0,000000000000000000;0,0000000000000
32;02;0-1;2022;9;0;10715,45564180967;0,000000000000000000;0,0000000000000
32;02;0-1;2023;15;0;10443,91316827681;0,000000000000000000;0,0000000000000
32;02;0-1;2024;9;0;10006,60037335392;0,000000000000000000;0,0000000000000
32;02;2-4;2019;15;0;17786,38319112833;0,000000000000000000;0,0000000000000
32;02;2-4;2020;7;0;17316,88611607184;0,000000000000000000;0,0000000000000
32;02;2-4;2021;8;0;17289,40222341183;0,000000000000000000;0,0000000000000
32;02;2-4;2022;10;0;16872,54435819033;0,000000000000000000;0,0000000000000
32;02;2-4;2023;9;0;16399,08683172319;0,000000000000000000;0,0000000000000
32;02;2-4;2024;6;0;16378,39962664608;0,000000000000000000;0,0000000000000
32;02;5-17;2019;55;0;90977,99374417563;0,000000000000000000;0,0000000000000
32;02;5-17;2020;28;0;89482,87183908749;0,000000000000000000;0,0000000000000
32;02;5-17;2021;21;0;88848,45572685530;0,000000000000000000;0,0000000000000
32;02;5-17;2022;45;0;88044,16503840704;0,000000000000000000;0,0000000000000
32;02;5-17;2023;36;0;87215,77315956821;0,000000000000000000;0,0000000000000
32;02;5-17;2024;48;0;86260,72943346159;0,000000000000000000;0,0000000000000
32;02;18-64;2019;93;0;301930,00625582435;0,000000000000000000;0,0000000000000
32;02;18-64;2020;65;0;300026,12816091254;0,000000000000000000;0,0000000000000
32;02;18-64;2021;76;0;297974,54427314468;0,000000000000000000;0,0000000000000
32;02;18-64;2022;96;0;296239,83496159298;0,000000000000000000;0,0000000000000
32;02;18-64;2023;130;0;294595,22684043180;0,000000000000000000;0,0000000000000
32;02;18-64;2024;127;8;292392,27056653844;0,062992125984251968;18418,4107443488792
32;02;65-79;2019;39;0;77137,00000000000;0,000000000000000000;0,0000000000000
32;02;65-79;2020;24;0;79140,00000000000;0,000000000000000000;0,0000000000000
32;02;65-79;2021;48;0;81180,00000000000;0,000000000000000000;0,0000000000000
32;02;65-79;2022;56;0;83392,00000000000;0,000000000000000000;0,0000000000000
32;02;65-79;2023;54;0;84955,00000000000;0,000000000000000000;0,0000000000000
32;02;65-79;2024;54;0;86718,00000000000;0,000000000000000000;0,0000000000000
32;02;80+;2019;16;0;32435,00000000000;0,000000000000000000;0,0000000000000
32;02;80+;2020;9;0;32505,00000000000;0,000000000000000000;0,0000000000000
32;02;80+;2021;10;0;31255,00000000000;0,000000000000000000;0,0000000000000
32;02;80+;2022;15;0;30294,00000000000;0,000000000000000000;0,0000000000000
32;02;80+;2023;8;0;29619,00000000000;0,000000000000000000;0,0000000000000
32;02;80+;2024;9;0;29396,00000000000;0,000000000000000000;0,0000000000000
32;02;NA;2019;0;0;NA;NA;NA
32;02;NA;2020;0;0;NA;NA;NA
32;02;NA;2021;0;0;NA;NA;NA
32;02;NA;2022;0;0;NA;NA;NA
32;02;NA;2023;0;0;NA;NA;NA
32;02;NA;2024;0;0;NA;NA;NA
32;59;0-1;2019;118;0;60868,87223116494;0,000000000000000000;0,0000000000000
32;59;0-1;2020;55;0;59431,24333690581;0,000000000000000000;0,0000000000000
32;59;0-1;2021;92;0;57812,19680807079;0,000000000000000000;0,0000000000000
32;59;0-1;2022;72;0;56530,35959387797;0,000000000000000000;0,0000000000000
32;59;0-1;2023;63;0;55240,72538955935;0,000000000000000000;0,0000000000000
32;59;0-1;2024;81;0;52518,24925151806;0,000000000000000000;0,0000000000000
32;59;2-4;2019;103;0;97723,12776883507;0,000000000000000000;0,0000000000000
32;59;2-4;2020;76;0;94391,75666309419;0,000000000000000000;0,0000000000000
32;59;2-4;2021;86;0;91527,80319192921;0,000000000000000000;0,0000000000000
32;59;2-4;2022;100;0;89012,64040612204;0,000000000000000000;0,0000000000000
32;59;2-4;2023;71;0;86739,27461044065;0,000000000000000000;0,0000000000000
32;59;2-4;2024;66;0;85959,75074848194;0,000000000000000000;0,0000000000000
32;59;5-17;2019;311;0;454209,55978637433;0,000000000000000000;0,0000000000000
32;59;5-17;2020;265;0;454482,81817141554;0,000000000000000000;0,0000000000000
32;59;5-17;2021;323;0;455280,05946967122;0,000000000000000000;0,0000000000000
32;59;5-17;2022;356;0;452881,61468773405;0,000000000000000000;0,0000000000000
32;59;5-17;2023;345;0;449142,29337093589;0,000000000000000000;0,0000000000000
32;59;5-17;2024;313;0;444314,74185894383;0,000000000000000000;0,0000000000000
32;59;18-64;2019;887;15;1548832,44021362578;0,016910935738444193;26192,2058660703333
32;59;18-64;2020;644;24;1542811,18182858452;0,037267080745341616;57496,0688880217858
32;59;18-64;2021;737;13;1542177,94053032878;0,017639077340569877;27202,5959659352411
32;59;18-64;2022;941;23;1544972,38531226595;0,024442082890541977;37762,3431054007597
32;59;18-64;2023;778;21;1544016,70662906417;0,026992287917737789;41676,5434951289790
32;59;18-64;2024;723;34;1543511,25814105617;0,047026279391424619;72585,5916691506281
32;59;65-79;2019;228;0;316624,00000000000;0,000000000000000000;0,0000000000000
32;59;65-79;2020;148;0;325287,00000000000;0,000000000000000000;0,0000000000000
32;59;65-79;2021;205;0;334686,00000000000;0,000000000000000000;0,0000000000000
32;59;65-79;2022;236;0;347510,00000000000;0,000000000000000000;0,0000000000000
32;59;65-79;2023;217;0;356912,00000000000;0,000000000000000000;0,0000000000000
32;59;65-79;2024;266;0;365369,00000000000;0,000000000000000000;0,0000000000000
32;59;80+;2019;56;0;130088,00000000000;0,000000000000000000;0,0000000000000
32;59;80+;2020;41;0;131342,00000000000;0,000000000000000000;0,0000000000000
32;59;80+;2021;55;0;129809,00000000000;0,000000000000000000;0,0000000000000
32;59;80+;2022;49;0;126002,00000000000;0,000000000000000000;0,0000000000000
32;59;80+;2023;62;0;124288,00000000000;0,000000000000000000;0,0000000000000
32;59;80+;2024;67;0;124494,00000000000;0,000000000000000000;0,0000000000000
32;59;NA;2019;0;0;NA;NA;NA
32;59;NA;2020;0;0;NA;NA;NA
32;59;NA;2021;0;0;NA;NA;NA
32;59;NA;2022;0;0;NA;NA;NA
32;59;NA;2023;6;0;NA;0,000000000000000000;NA
32;59;NA;2024;1;0;NA;0,000000000000000000;NA
32;60;0-1;2019;25;0;19379,23159236267;0,000000000000000000;0,0000000000000
32;60;0-1;2020;15;0;19487,67403229811;0,000000000000000000;0,0000000000000
32;60;0-1;2021;21;0;19138,72504348608;0,000000000000000000;0,0000000000000
32;60;0-1;2022;26;0;18928,38552241231;0,000000000000000000;0,0000000000000
32;60;0-1;2023;31;0;18439,38370465831;0,000000000000000000;0,0000000000000
32;60;0-1;2024;29;0;17502,92263902432;0,000000000000000000;0,0000000000000
32;60;2-4;2019;47;0;31112,76840763733;0,000000000000000000;0,0000000000000
32;60;2-4;2020;24;0;30951,32596770189;0,000000000000000000;0,0000000000000
32;60;2-4;2021;45;0;30300,27495651392;0,000000000000000000;0,0000000000000
32;60;2-4;2022;46;0;29804,61447758769;0,000000000000000000;0,0000000000000
32;60;2-4;2023;21;0;28953,61629534169;0,000000000000000000;0,0000000000000
32;60;2-4;2024;40;0;28648,07736097568;0,000000000000000000;0,0000000000000
32;60;5-17;2019;135;0;147074,49226997874;0,000000000000000000;0,0000000000000
32;60;5-17;2020;95;0;146974,20666041254;0,000000000000000000;0,0000000000000
32;60;5-17;2021;101;0;146322,05308877188;0,000000000000000000;0,0000000000000
32;60;5-17;2022;103;0;146670,72903014522;0,000000000000000000;0,0000000000000
32;60;5-17;2023;110;0;146332,75960246893;0,000000000000000000;0,0000000000000
32;60;5-17;2024;118;0;145907,23818341078;0,000000000000000000;0,0000000000000
32;60;18-64;2019;295;0;489547,50773002126;0,000000000000000000;0,0000000000000
32;60;18-64;2020;244;0;487521,79333958746;0,000000000000000000;0,0000000000000
32;60;18-64;2021;228;0;485673,94691122812;0,000000000000000000;0,0000000000000
32;60;18-64;2022;322;7;485580,27096985478;0,021739130434782608;10556,0928471707557
32;60;18-64;2023;227;0;484888,24039753107;0,000000000000000000;0,0000000000000
32;60;18-64;2024;236;0;483607,76181658922;0,000000000000000000;0,0000000000000
32;60;65-79;2019;91;0;103455,00000000000;0,000000000000000000;0,0000000000000
32;60;65-79;2020;69;0;105882,00000000000;0,000000000000000000;0,0000000000000
32;60;65-79;2021;78;0;108712,00000000000;0,000000000000000000;0,0000000000000
32;60;65-79;2022;98;0;111727,00000000000;0,000000000000000000;0,0000000000000
32;60;65-79;2023;82;0;114001,00000000000;0,000000000000000000;0,0000000000000
32;60;65-79;2024;98;0;116128,00000000000;0,000000000000000000;0,0000000000000
32;60;80+;2019;26;0;38850,00000000000;0,000000000000000000;0,0000000000000
32;60;80+;2020;14;0;38882,00000000000;0,000000000000000000;0,0000000000000
32;60;80+;2021;6;0;38691,00000000000;0,000000000000000000;0,0000000000000
32;60;80+;2022;31;0;38014,00000000000;0,000000000000000000;0,0000000000000
32;60;80+;2023;21;0;37894,00000000000;0,000000000000000000;0,0000000000000
32;60;80+;2024;18;0;38237,00000000000;0,000000000000000000;0,0000000000000
32;60;NA;2019;0;0;NA;NA;NA
32;60;NA;2020;0;0;NA;NA;NA
32;60;NA;2021;0;0;NA;NA;NA
32;60;NA;2022;0;0;NA;NA;NA
32;60;NA;2023;3;0;NA;0,000000000000000000;NA
32;60;NA;2024;0;0;NA;NA;NA
32;62;0-1;2019;32;0;31834,56755915648;0,000000000000000000;0,0000000000000
32;62;0-1;2020;15;0;31386,82716472971;0,000000000000000000;0,0000000000000
32;62;0-1;2021;19;0;30744,52161711647;0,000000000000000000;0,0000000000000
32;62;0-1;2022;41;0;30348,41694116278;0,000000000000000000;0,0000000000000
32;62;0-1;2023;17;0;29513,59674003672;0,000000000000000000;0,0000000000000
32;62;0-1;2024;37;0;28049,20056899309;0,000000000000000000;0,0000000000000
32;62;2-4;2019;27;0;51109,43244084352;0,000000000000000000;0,0000000000000
32;62;2-4;2020;21;0;49850,17283527029;0,000000000000000000;0,0000000000000
32;62;2-4;2021;30;0;48674,47838288354;0,000000000000000000;0,0000000000000
32;62;2-4;2022;47;0;47786,58305883722;0,000000000000000000;0,0000000000000
32;62;2-4;2023;36;0;46342,40325996328;0,000000000000000000;0,0000000000000
32;62;2-4;2024;35;0;45909,79943100691;0,000000000000000000;0,0000000000000
32;62;5-17;2019;168;0;254332,34146426659;0,000000000000000000;0,0000000000000
32;62;5-17;2020;121;0;252594,26235315265;0,000000000000000000;0,0000000000000
32;62;5-17;2021;143;0;251073,25977130828;0,000000000000000000;0,0000000000000
32;62;5-17;2022;189;0;249144,69800944856;0,000000000000000000;0,0000000000000
32;62;5-17;2023;132;0;246990,03712505579;0,000000000000000000;0,0000000000000
32;62;5-17;2024;147;0;244824,70588343995;0,000000000000000000;0,0000000000000
32;62;18-64;2019;347;13;849938,65853573335;0,037463976945244955;31842,0823082551397
32;62;18-64;2020;373;0;844687,73764684738;0,000000000000000000;0,0000000000000
32;62;18-64;2021;330;0;842204,74022869172;0,000000000000000000;0,0000000000000
32;62;18-64;2022;358;6;839844,30199055141;0,016759776536312849;14075,6028266572866
32;62;18-64;2023;354;0;836143,96287494421;0,000000000000000000;0,0000000000000
32;62;18-64;2024;300;0;831632,29411656002;0,000000000000000000;0,0000000000000
32;62;65-79;2019;102;0;197149,00000000000;0,000000000000000000;0,0000000000000
32;62;65-79;2020;59;0;202502,00000000000;0,000000000000000000;0,0000000000000
32;62;65-79;2021;94;0;209163,00000000000;0,000000000000000000;0,0000000000000
32;62;65-79;2022;102;0;217137,00000000000;0,000000000000000000;0,0000000000000
32;62;65-79;2023;125;0;223652,00000000000;0,000000000000000000;0,0000000000000
32;62;65-79;2024;125;0;229439,00000000000;0,000000000000000000;0,0000000000000
32;62;80+;2019;28;0;80914,00000000000;0,000000000000000000;0,0000000000000
32;62;80+;2020;12;0;81146,00000000000;0,000000000000000000;0,0000000000000
32;62;80+;2021;23;0;79581,00000000000;0,000000000000000000;0,0000000000000
32;62;80+;2022;20;0;75923,00000000000;0,000000000000000000;0,0000000000000
32;62;80+;2023;22;0;74031,00000000000;0,000000000000000000;0,0000000000000
32;62;80+;2024;21;0;73677,00000000000;0,000000000000000000;0,0000000000000
32;62;NA;2019;0;0;NA;NA;NA
32;62;NA;2020;0;0;NA;NA;NA
32;62;NA;2021;0;0;NA;NA;NA
32;62;NA;2022;0;0;NA;NA;NA
32;62;NA;2023;4;0;NA;0,000000000000000000;NA
32;62;NA;2024;0;0;NA;NA;NA
32;80;0-1;2019;10;0;11305,06350616023;0,000000000000000000;0,0000000000000
32;80;0-1;2020;7;0;11160,43046247870;0,000000000000000000;0,0000000000000
32;80;0-1;2021;10;0;11024,73250902001;0,000000000000000000;0,0000000000000
32;80;0-1;2022;17;0;10925,58546282675;0,000000000000000000;0,0000000000000
32;80;0-1;2023;7;0;10718,21033266362;0,000000000000000000;0,0000000000000
32;80;0-1;2024;8;0;10163,23201838690;0,000000000000000000;0,0000000000000
32;80;2-4;2019;15;0;18149,93649383977;0,000000000000000000;0,0000000000000
32;80;2-4;2020;4;0;17725,56953752130;0,000000000000000000;0,0000000000000
32;80;2-4;2021;8;0;17454,26749097999;0,000000000000000000;0,0000000000000
32;80;2-4;2022;24;0;17203,41453717325;0,000000000000000000;0,0000000000000
32;80;2-4;2023;10;0;16829,78966733638;0,000000000000000000;0,0000000000000
32;80;2-4;2024;14;0;16634,76798161310;0,000000000000000000;0,0000000000000
32;80;5-17;2019;70;0;92815,04336037545;0,000000000000000000;0,0000000000000
32;80;5-17;2020;35;0;92605,22438318687;0,000000000000000000;0,0000000000000
32;80;5-17;2021;78;0;91216,31378875331;0,000000000000000000;0,0000000000000
32;80;5-17;2022;40;0;90347,81271825866;0,000000000000000000;0,0000000000000
32;80;5-17;2023;45;0;89239,61379591821;0,000000000000000000;0,0000000000000
32;80;5-17;2024;53;0;88043,85198449217;0,000000000000000000;0,0000000000000
32;80;18-64;2019;91;0;333678,95663962455;0,000000000000000000;0,0000000000000
32;80;18-64;2020;141;5;330679,77561681310;0,035460992907801421;11726,2331779011747
32;80;18-64;2021;71;0;328921,68621124671;0,000000000000000000;0,0000000000000
32;80;18-64;2022;83;0;327840,18728174135;0,000000000000000000;0,0000000000000
32;80;18-64;2023;198;6;325893,38620408182;0,030303030303030304;9875,5571576994498
32;80;18-64;2024;108;0;324312,14801550785;0,000000000000000000;0,0000000000000
32;80;65-79;2019;43;0;80778,00000000000;0,000000000000000000;0,0000000000000
32;80;65-79;2020;25;0;83022,00000000000;0,000000000000000000;0,0000000000000
32;80;65-79;2021;39;0;84799,00000000000;0,000000000000000000;0,0000000000000
32;80;65-79;2022;35;0;87621,00000000000;0,000000000000000000;0,0000000000000
32;80;65-79;2023;40;0;89705,00000000000;0,000000000000000000;0,0000000000000
32;80;65-79;2024;43;0;91359,00000000000;0,000000000000000000;0,0000000000000
32;80;80+;2019;14;0;33832,00000000000;0,000000000000000000;0,0000000000000
32;80;80+;2020;9;0;33555,00000000000;0,000000000000000000;0,0000000000000
32;80;80+;2021;12;0;32836,00000000000;0,000000000000000000;0,0000000000000
32;80;80+;2022;10;0;31602,00000000000;0,000000000000000000;0,0000000000000
32;80;80+;2023;6;0;31157,00000000000;0,000000000000000000;0,0000000000000
32;80;80+;2024;15;0;31143,00000000000;0,000000000000000000;0,0000000000000
32;80;NA;2019;0;0;NA;NA;NA
32;80;NA;2020;0;0;NA;NA;NA
32;80;NA;2021;0;0;NA;NA;NA
32;80;NA;2022;0;0;NA;NA;NA
32;80;NA;2023;0;0;NA;NA;NA
32;80;NA;2024;0;0;NA;NA;NA
44;08;0-1;2019;9;0;5318,42692258911;0,000000000000000000;0,0000000000000
44;08;0-1;2020;3;0;5393,60275760585;0,000000000000000000;0,0000000000000
44;08;0-1;2021;7;0;5261,32025457674;0,000000000000000000;0,0000000000000
44;08;0-1;2022;8;0;5143,32548966376;0,000000000000000000;0,0000000000000
44;08;0-1;2023;2;0;5080,52818803258;0,000000000000000000;0,0000000000000
44;08;0-1;2024;8;0;4831,68803322073;0,000000000000000000;0,0000000000000
44;08;2-4;2019;8;0;8538,57307741089;0,000000000000000000;0,0000000000000
44;08;2-4;2020;7;0;8566,39724239415;0,000000000000000000;0,0000000000000
44;08;2-4;2021;2;0;8329,67974542326;0,000000000000000000;0,0000000000000
44;08;2-4;2022;1;0;8098,67451033624;0,000000000000000000;0,0000000000000
44;08;2-4;2023;8;0;7977,47181196742;0,000000000000000000;0,0000000000000
44;08;2-4;2024;7;0;7908,31196677927;0,000000000000000000;0,0000000000000
44;08;5-17;2019;31;0;43247,32841244079;0,000000000000000000;0,0000000000000
44;08;5-17;2020;16;0;42762,10772275687;0,000000000000000000;0,0000000000000
44;08;5-17;2021;41;0;42241,69010089576;0,000000000000000000;0,0000000000000
44;08;5-17;2022;22;0;42241,97388515825;0,000000000000000000;0,0000000000000
44;08;5-17;2023;35;0;41681,37369367945;0,000000000000000000;0,0000000000000
44;08;5-17;2024;24;0;41275,07467855256;0,000000000000000000;0,0000000000000
44;08;18-64;2019;80;8;155123,67158755922;0,100000000000000006;15512,3671587559220
44;08;18-64;2020;46;0;153632,89227724311;0,000000000000000000;0,0000000000000
44;08;18-64;2021;58;0;152330,30989910424;0,000000000000000000;0,0000000000000
44;08;18-64;2022;124;0;150900,02611484175;0,000000000000000000;0,0000000000000
44;08;18-64;2023;49;0;149655,62630632054;0,000000000000000000;0,0000000000000
44;08;18-64;2024;43;0;148316,92532144743;0,000000000000000000;0,0000000000000
44;08;65-79;2019;16;0;40549,00000000000;0,000000000000000000;0,0000000000000
44;08;65-79;2020;10;0;41708,00000000000;0,000000000000000000;0,0000000000000
44;08;65-79;2021;22;0;43211,00000000000;0,000000000000000000;0,0000000000000
44;08;65-79;2022;25;0;44210,00000000000;0,000000000000000000;0,0000000000000
44;08;65-79;2023;18;0;45239,00000000000;0,000000000000000000;0,0000000000000
44;08;65-79;2024;37;0;46067,00000000000;0,000000000000000000;0,0000000000000
44;08;80+;2019;8;0;17805,00000000000;0,000000000000000000;0,0000000000000
44;08;80+;2020;7;0;17638,00000000000;0,000000000000000000;0,0000000000000
44;08;80+;2021;7;0;17485,00000000000;0,000000000000000000;0,0000000000000
44;08;80+;2022;8;0;16610,00000000000;0,000000000000000000;0,0000000000000
44;08;80+;2023;4;0;16231,00000000000;0,000000000000000000;0,0000000000000
44;08;80+;2024;5;0;16157,00000000000;0,000000000000000000;0,0000000000000
44;08;NA;2019;0;0;NA;NA;NA
44;08;NA;2020;0;0;NA;NA;NA
44;08;NA;2021;0;0;NA;NA;NA
